Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AMP.AX,2025-10-01,1.6399999856948853,1.6749999523162842,1.6399999856948853,1.659999966621399,1.659999966621399,3569379
AMP.AX,2025-10-02,1.6649999618530273,1.690000057220459,1.659999966621399,1.6799999475479126,1.6799999475479126,3378906
AMP.AX,2025-10-03,1.6699999570846558,1.7074999809265137,1.6699999570846558,1.690000057220459,1.690000057220459,6324955
AMP.AX,2025-10-06,1.690000057220459,1.6950000524520874,1.6549999713897705,1.6649999618530273,1.6649999618530273,2536227
AMP.AX,2025-10-07,1.6549999713897705,1.6649999618530273,1.6150000095367432,1.6349999904632568,1.6349999904632568,5287296
AMP.AX,2025-10-08,1.6200000047683716,1.6749999523162842,1.590000033378601,1.649999976158142,1.649999976158142,6540195
AMP.AX,2025-10-09,1.659999966621399,1.684999942779541,1.6549999713897705,1.6699999570846558,1.6699999570846558,4909153
AMP.AX,2025-10-10,1.659999966621399,1.6924999952316284,1.659999966621399,1.6749999523162842,1.6749999523162842,3979039
AMP.AX,2025-10-13,1.659999966621399,1.7000000476837158,1.6549999713897705,1.690000057220459,1.690000057220459,5602288
AMP.AX,2025-10-14,1.684999942779541,1.7300000190734863,1.684999942779541,1.7300000190734863,1.7300000190734863,6676075
AMP.AX,2025-10-15,1.7400000095367432,1.7699999809265137,1.7324999570846558,1.7599999904632568,1.7599999904632568,8022759
AMP.AX,2025-10-16,1.850000023841858,2.009999990463257,1.850000023841858,1.909999966621399,1.909999966621399,33013495
AMP.AX,2025-10-17,1.8550000190734863,1.8700000047683716,1.7699999809265137,1.7899999618530273,1.7899999618530273,16542064
AMP.AX,2025-10-20,1.7799999713897705,1.8250000476837158,1.7699999809265137,1.7999999523162842,1.7999999523162842,6271956
AMP.AX,2025-10-21,1.815000057220459,1.8650000095367432,1.7925000190734863,1.8450000286102295,1.8450000286102295,8589659
AMP.AX,2025-10-22,1.8300000429153442,1.850000023841858,1.8049999475479126,1.815000057220459,1.815000057220459,6246769
AMP.AX,2025-10-23,1.815000057220459,1.8274999856948853,1.7949999570846558,1.809999942779541,1.809999942779541,4016327
AMP.AX,2025-10-24,1.7999999523162842,1.8020000457763672,1.7669999599456787,1.7899999618530273,1.7899999618530273,5700100
